,Id,L1_S24_F1510,L1_S24_F1525,L1_S24_F1559,L1_S24_F1582,L1_S24_F1827,L3_S32_F3851,L3_S32_F3854,L3_S30_D3496,L3_S30_D3501,L3_S30_D3506,L3_S30_D3511,L3_S30_D3516,L3_S33_D3856,StartTime,test_1,test_2,test_3,test_4,L0_S0_F0,L0_S0_F16,L0_S0_F20,L1_S24_F1604,L1_S24_F1632,L1_S24_F1695,L1_S24_F1723,L1_S24_F1846,L3_S29_F3407,L3_S30_F3749,L3_S30_F3759,L3_S32_F3850,L3_S33_F3855,L3_S33_F3865,L3_S38_F3952,Response,mindate,mindate_id_diff,mindate_id_diff_reverse
1207,2447,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00609756097561,0.0571428571429,0.0,,,,,,,,,0.063,-0.015,0.175,,-0.074,-0.144,,0,1048.75,1840.0,-8225.0
1209,2453,0.00932835820896,0.00941676792224,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,0.047,-0.023,,,-0.153,0.057,-0.174,-0.095,,-0.165,0.091,,0,689.66,-2356256.0,-57954.0
1211,2458,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.0060099489019,0.0135473876919,0.0,-0.023,0.337,-0.042,,,,,,0.082,-0.049,-0.06,,-0.029,0.1,,0,1272.16,1.0,-3292.0
1213,2461,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.00640403168119,0.088,-0.087,-0.119,,,,,,0.063,-0.033,0.088,,0.153,-0.039,,0,1110.4,-2352370.0,-127212.0
1215,2463,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.00640403168119,-0.016,0.138,0.168,,,,,,0.063,0.031,0.081,,0.017,0.018,,0,1112.12,-2357809.0,-20837.0
1217,2466,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0833333333333,0.0833333333333,0.0833333333333,0.0833333333333,0.0833333333333,0.0,0.0,0.00568469349887,0.00540177371674,0.00574851814646,0.0,,,,-0.008,0.004,,,-0.116,0.057,-0.154,-0.128,,0.017,0.026,,0,693.64,-2360422.0,-71245.0
1219,2472,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.104,0.288,0.032,,-0.074,0.067,,0,1479.57,-2363990.0,-8260.0
1221,2474,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00384697584954,0.00574851814646,0.0,0.141,0.01,0.355,,,,,,0.051,0.119,-0.13,,0.153,0.026,,0,1693.97,-2363717.0,-5644.0
1223,2484,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.00633065828001,0.00574228697231,0.0285714285714,0.0,,,,,,,,,0.101,-0.029,-0.035,,-0.074,-0.136,,0,688.15,1103.0,-61627.0
1225,2487,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,-0.003,0.173,-0.191,,,,,,0.082,-0.013,-0.019,,0.108,-0.055,,0,1367.07,-2363716.0,-48405.0
1227,2489,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00540177371674,0.0,0.0,,,,,,,,,0.082,-0.17,0.201,,-0.165,0.002,,0,566.06,958.0,-3845.0
1229,2495,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.00835899692037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.0,0.0,,,,-0.008,0.015,,,-0.1,0.082,-0.132,0.054,0.009,0.062,-0.055,,0,456.8,2329.0,-47142.0
1231,2499,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.00574851814646,0.0752187411798,,,,,,,,,0.063,0.251,-0.076,,0.062,-0.152,,0,993.37,-2080653.0,-1.0
1233,2501,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,0.069,0.02,-0.099,,,,,,0.057,0.004,-0.094,,0.062,-0.014,,0,888.25,-2330225.0,-3039.0
1235,2504,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,0.16,-0.036,0.339,,,,,,0.104,0.04,0.026,,0.153,0.026,,0,1641.82,-1703151.0,-7687.0
1237,2510,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510481155642,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.057,-0.084,-0.142,,-0.029,-0.071,,0,807.84,-2356162.0,-59889.0
1239,2512,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.0,0.0,0.003,0.046,0.058,,,,,,0.082,-0.15,-0.126,,0.062,0.14,,0,575.87,1487.0,-4080.0
1241,2514,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,,,,,,,,,,,,,,,,0,1400.83,-2315279.0,-4311.0
1243,2518,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.0,0.0,0.049,-0.266,-0.068,,,,,,0.104,-0.132,-0.071,,0.017,-0.014,,0,1616.39,797.0,-5709.0
1245,2521,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,-0.219,0.061,0.118,,,,,,0.082,0.09,0.067,,-0.074,0.026,,0,1383.27,-2363600.0,-3311.0
1247,2525,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.0294117647059,0.0,,,,,,,,,0.063,0.245,-0.103,,0.108,-0.177,,0,991.54,706.0,-4435.0
1249,2527,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.062,0.02,0.023,,,,,,,,,,,,,0,1221.99,-1786955.0,-5231.0
1251,2533,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00510481155642,0.00574228697231,0.00574851814646,0.0,,,,,,,,,,,,,,,,0,1389.69,-2343530.0,-2791.0
1253,2540,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00490035935969,0.0060099489019,0.0,0.0,0.075,0.03,-0.155,,,,,,0.082,-0.144,-0.104,,0.017,0.23,,0,575.51,1386.0,-5008.0
1255,2543,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,-0.029,-0.179,0.215,,,,,,0.037,0.063,-0.073,,0.199,0.035,,0,354.77,-2362486.0,-4184.0
1257,2547,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,-0.023,-0.005,0.349,,,,,,0.101,-0.092,0.088,,-0.029,0.018,,0,591.89,-1646708.0,-4426.0
1259,2550,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00591507973527,0.00574228697231,0.0,0.0,-0.042,0.041,-0.065,,,,,,,,,,,,,0,525.46,1635.0,-3085.0
1261,2553,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00540177371674,0.00574851814646,0.0,-0.075,-0.128,-0.206,,,,,,-0.702,-0.161,-0.074,,0.29,0.002,,0,116.5,-2362014.0,-12052.0
1263,2558,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.0222222222222,0.0,0.18,0.025,0.004,,,,,,0.104,-0.142,-0.144,,-0.119,-0.095,,0,1645.22,1551.0,-3073.0
1265,2560,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,0.088,0.03,0.235,,,,,,0.037,0.098,-0.144,,0.153,0.051,,0,335.57,-2341265.0,-2596.0
1267,2563,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.015,-0.177,-0.039,,0.062,0.1,,0,238.87,-2172837.0,-2911.0
1269,2565,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.0,0.0,0.00568469349887,0.00540177371674,0.00574851814646,0.00640403168119,0.088,-0.061,0.273,,,,,,0.101,0.051,-0.084,,0.199,0.01,,0,672.8,-2324734.0,-140370.0
1271,2571,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.037,0.332,-0.128,,0.062,-0.014,,0,381.5,-1933534.0,-23575.0
1273,2574,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.0625,0.0,,,,,,,,,-0.029,-0.17,-0.121,,0.017,-0.014,,0,202.04,576.0,-4362.0
1275,2583,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00765306122449,0.00574228697231,0.00574851814646,0.0172413793103,0.134,-0.061,-0.214,,,,,,0.057,-0.159,-0.103,,-0.074,-0.014,,0,634.58,-53265.0,-3129.0
1277,2585,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00540177371674,0.00574851814646,0.0,-0.029,0.081,-0.142,,,,,,0.063,0.128,-0.122,,-0.074,0.075,,0,963.89,-2220717.0,-67553.0
1279,2590,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,-0.153,-0.112,0.079,,,,,,0.104,0.055,-0.025,,-0.119,-0.136,,0,1465.87,-2347366.0,-5010.0
1281,2592,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,0.101,0.097,-0.191,,,,,,0.104,0.528,-0.058,,-0.029,0.148,,0,1432.67,-2363439.0,-4275.0
1283,2596,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.0181818181818,0.0,0.03,0.214,-0.274,,,,,,0.082,-0.137,-0.129,,-0.029,-0.095,,0,1274.86,1969.0,-65529.0
1285,2598,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.0,0.00640403168119,-0.153,-0.092,0.334,,,,,,0.057,0.189,0.121,,0.062,0.083,,0,904.34,-2334954.0,-593631.0
1287,2604,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00574228697231,0.037037037037,0.0147058823529,,,,,,,,,0.037,-0.136,-0.055,,-0.119,0.124,,0,251.2,1000.0,-3690.0
1289,2606,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.00640403168119,0.101,0.005,-0.015,,,,,,0.082,0.246,0.127,,0.017,0.148,,0,1430.32,-2307528.0,-559156.0
1291,2609,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,,,,-0.008,0.004,,,-0.115,0.037,0.231,-0.127,,-0.074,-0.063,,0,373.16,-2354320.0,-59051.0
1293,2611,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00540177371674,0.00574851814646,0.00640403168119,,,,,,,,,0.082,0.134,0.02,,-0.074,-0.161,,0,475.62,-2363858.0,-157560.0
1295,2616,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00609756097561,0.00574851814646,0.0,-0.055,0.01,0.056,,,,,,0.082,-0.159,-0.148,,0.062,0.091,,0,557.88,-2347919.0,-14415.0
1297,2623,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.0,0.0,0.121,0.015,-0.23,,,,,,0.101,0.02,0.025,,-0.029,-0.209,,0,677.64,1545.0,-12164.0
1299,2627,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00633065828001,0.00574228697231,0.00574851814646,0.0,-0.075,-0.123,-0.025,,,,,,0.015,-0.159,-0.053,,0.017,-0.193,,0,216.33,-1982450.0,-84770.0
1301,2630,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,-0.068,0.148,0.144,,,,,,-0.702,-0.131,0.096,,0.108,0.075,,0,52.31,-780566.0,-41632.0
1303,2633,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.0060099489019,0.00574851814646,0.00640403168119,0.023,0.087,0.125,,,,,,0.037,0.155,-0.122,,0.062,0.002,,0,351.81,-2311849.0,-307669.0
1305,2636,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0,,,,,,,,,0.063,0.263,-0.039,,-0.074,-0.144,,0,944.22,-2178462.0,-4409.0
1307,2639,0.0089159864949,0.00892351045395,0.00897940291599,0.194805194805,0.00893572627345,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.00574851814646,0.0,,,,,,-0.007,0.011,0.139,0.037,0.336,-0.118,,0.108,-0.25,,0,373.2,-2359482.0,-10853.0
1309,2648,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00765306122449,0.00574228697231,0.00574851814646,0.0,0.023,-0.016,-0.062,,,,,,0.082,-0.157,0.013,,-0.029,-0.079,,0,517.89,-2343572.0,-17703.0
1311,2654,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510481155642,0.00574228697231,0.0,0.0,-0.055,-0.021,-0.34,,,,,,0.063,0.127,-0.126,,-0.119,-0.144,,0,946.77,-2314610.0,-8143.0
1313,2657,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00570678999824,0.00574851814646,0.0,-0.023,-0.118,-0.251,,,,,,-0.029,-0.201,0.149,,-0.119,0.108,,0,191.55,-2246135.0,-11688.0
1315,2662,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00540177371674,0.0,0.0,0.016,0.025,-0.188,,,,,,0.063,0.141,0.006,,0.153,0.075,,0,971.5,299.0,-5542.0
1317,2668,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,0.088,-0.148,0.074,,,,,,0.104,0.163,0.043,,0.153,-0.136,,0,1650.85,-2321592.0,-2386.0
1319,2670,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.037037037037,0.0,,,,,,,,,0.037,-0.177,0.0,,0.017,-0.006,,0,391.5,1000.0,-10058.0
1321,2673,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.0,0.0,,,,,,,,,-0.702,-0.173,0.018,,0.062,-0.039,,0,100.63,2113.0,-2407.0
1323,2677,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.0060099489019,0.00574851814646,0.0,0.075,0.005,0.079,,,,,,-0.029,-0.2,0.177,,0.017,-0.095,,0,189.95,-2352468.0,-4016.0
1325,2681,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00540177371674,0.0,0.00640403168119,,,,,,,,,0.101,-0.141,0.0,,-0.119,0.018,,0,656.87,1438.0,-118543.0
1327,2691,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00490035935969,0.00574228697231,0.0169491525424,0.0,-0.251,-0.021,-0.148,,,,,,-0.68,-0.185,-0.085,,0.017,0.01,,0,17.98,2188.0,-2591.0
1329,2693,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.0,0.0,-0.088,-0.301,-0.264,,,,,,0.037,0.183,0.131,,-0.074,0.108,,0,272.59,876.0,-10140.0
1331,2697,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.00574851814646,0.0,0.016,-0.016,0.019,,,,,,0.037,-0.162,-0.062,,0.108,0.189,,0,249.65,-2363545.0,-54798.0
1333,2703,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00510481155642,0.00574228697231,0.00574851814646,0.0,0.043,0.025,0.164,,,,,,-0.702,-0.186,0.124,,0.017,0.075,,0,115.05,-2307946.0,-2659.0
1335,2706,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.063,0.175,-0.097,,0.199,0.1,,0,979.97,-2362619.0,-4048.0
1337,2709,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,-0.049,0.076,-0.171,,,,,,,,,,,,,0,1443.07,-2298356.0,-2703.0
1339,2712,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00384697584954,0.00574851814646,0.0,0.023,-0.016,-0.099,,,,,,0.063,-0.14,-0.096,,0.062,0.083,,0,1243.09,-486045.0,-55347.0
1341,2720,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00568469349887,0.0060099489019,0.00574851814646,0.0752187411798,,,,,,,,,,,,,,,,0,1449.05,-2356984.0,-1.0
1343,2723,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.00615479476415,0.00615480577731,0.00615637498544,0.00615637498544,0.00615637498544,0.00515256426014,0.0,0.00568469349887,0.00574228697231,0.0135473876919,0.0,,,,,,,,,,,,,,,0.002,0,1449.05,1.0,-5948.0
1345,2725,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00540177371674,0.0181818181818,0.0,,,,,,,,,0.063,-0.072,0.152,,-0.119,0.108,,0,1225.55,1730.0,-5746.0
1347,2732,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00570678999824,0.00574851814646,0.0,0.023,0.01,-0.04,,,,,,-0.029,-0.136,0.199,,0.017,-0.006,,0,188.56,-2364069.0,-55421.0
1349,2739,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00543507652371,0.00570678999824,0.00574851814646,0.0,-0.14,-0.026,0.078,,,,,,0.104,0.436,0.12,,-0.119,-0.014,,0,1565.7,-2344825.0,-41290.0
1351,2745,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633065828001,0.00574228697231,0.00574851814646,0.0,0.069,0.112,-0.019,,,,,,0.082,-0.015,0.054,,0.062,0.1,,0,539.17,-2312031.0,-5884.0
1353,2748,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00591507973527,0.00574228697231,0.00574851814646,0.0,,,,,,,,,0.082,-0.02,0.039,,-0.029,-0.014,,0,1410.08,-2364285.0,-53699.0
1355,2751,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0833333333333,0.0833333333333,0.0833333333333,0.0833333333333,0.0833333333333,0.0,0.0769230769231,0.00591507973527,0.0060099489019,0.0,0.00640403168119,-0.212,0.102,-0.146,,,,,,0.057,0.262,-0.069,,0.108,0.01,,0,903.48,743.0,-129709.0
1357,2754,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.00574228697231,0.0,0.0,,,,,,,,,0.082,0.001,0.038,,0.062,-0.095,,0,1381.47,1259.0,-8531.0
1359,2756,0.0089370412834,0.00894421903595,0.008979402916,0.194805194805,0.00893572627346,0.0529242747243,0.0525614914242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00568469349887,0.0060099489019,0.0135473876919,0.0,0.075,-0.082,0.548,,,,,,0.104,0.1,-0.077,,0.062,0.067,,0,1647.64,1.0,-2866.0
